mid. w2 +1 w1 w2 eos +2 eos mid. mid. -1	0 5	0 5
mid. mid. w3 -1 w2 +2 -3 rep. +3 eos eos eos -1 mid. w1 mid.	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
+2 -1 w2 ini. ini. +3 eos +2 w3 mid. -2 -1	0 2 2 2 3 0 2 2 2 3 0 2 2 2 3 0 2 2 2 3 0 2 2 2	0 2 2 2 3 0 2 2 2 3 0 2 2 2 3 0 2 2 2 3 0 2 2 2
mid. -1 -1 +1 w3 eos +1 w1 eos mid. w1 mid.	0 5	0 5
w3 +1 mid. -3 ini. fin. eos eos -3 -1 -1	0 0 0 0 1 2 5 10 9 8 5 10 9 8 5 10 9 8 5 10 9 8 5 10	0 0 0 0 1 2 5 10 9 8 5 10 9 8 5 10 9 8 5 10 9 8 5 10
w1 mid. w1 +3 w2 eos w2 fin. ini. fin. mid. mid. -2	0 0 1 6 6 6 7 12 10 6 6 6 7 12 10 6 6 6 7 12 10 6 6 6	0 0 1 6 6 6 7 12 10 6 6 6 7 12 10 6 6 6 7 12 10 6 6 6
+3 +2 mid. w2 w1 +2 +2 -1 -1 eos rep. +1 fin. +3 -1 +2 -1 -2 mid.	0 3 3 3 4 4 5 7 6 8 7 6 8 7 6 8 7 6 8 7 6 8 7 6	0 3 3 3 4 4 5 7 6 8 7 6 8 7 6 8 7 6 8 7 6 8 7 6
+1 mid. +3 w3 ini. +2 ini. ini. -1 eos eos w1 +3 -3 w2 mid. -3	0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7	0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7 0 1 8 7
+1 +1 mid. rep. eos +2 eos w3 +2 -3 eos -3 mid. mid.	0 1 2 6	0 1 2 6
mid. -1 w2 w3 w2 eos -3 rep. eos eos w3 -3 fin. w3 w1 -3 -3	0 8	0 8
mid. -1 -2 +3 -3 w3 fin. eos +1 +2 ini. -1 w2 mid. mid.	0 7	0 7
w1 mid. mid. ini. -3 w2 -3 rep. -2 w3 rep. +3 ini. eos -3 w3 mid.	0 0 1 8 6 3 0 0 1 8 6 3 0 0 1 8 6 3 0 0 1 8 6 3	0 0 1 8 6 3 0 0 1 8 6 3 0 0 1 8 6 3 0 0 1 8 6 3
w2 mid. w2 fin. eos +2 w2 +3 +1 fin. +1 w1 +2 -3 +1 mid. mid.	0 0 0 1 8 9 16 8 9 16 8 9 16 8 9 16 8 9 16 8 9 16 8 9	0 0 0 1 8 9 16 8 9 16 8 9 16 8 9 16 8 9 16 8 9 16 8 9
+3 mid. w2 +1 +1 eos w3 eos eos -3 -3 mid. mid. mid.	0 3 4 5	0 3 4 5
mid. w1 +1 +2 w3 +3 -2 eos +1 w3 +1 -3 w1 -1	0 6 4 4 4 4 5 8 9 9 9 9 10 11 8 9 9 9 9 10 11 8 9 9	0 6 4 4 4 4 5 8 9 9 9 9 10 11 8 9 9 9 9 10 11 8 9 9
mid. +2 w2 ini. w2 -1 -3 -2 rep. eos eos fin. -2 -2 w3 -1 mid. -1	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
+2 w3 +1 -3 rep. eos w3 eos eos +1 w3 -3	0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3	0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3
+1 w3 w1 -2 -2 eos -1 +3 rep. eos +3 w3 mid. -3	0 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1	0 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1
mid. +3 +3 ini. w2 ini. +2 eos rep. eos -1 eos rep. +1 w2 mid.	0 7	0 7
mid. fin. w2 ini. +1 -3 eos eos rep. ini. +2 fin. +2 mid. -2	0 7	0 7
w2 mid. w3 +1 fin. eos rep. eos +1 eos w1 -1 +1 -1 mid.	0 0 0 1 7	0 0 0 1 7
+2 mid. mid. eos w3 rep. +1 eos -2 -3 -3 -2	0 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	0 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
mid. w1 +3 -1 eos ini. fin. -3 w3 w2 -1 rep. -1 mid. -3	0 7 4	0 7 4
+3 +2 mid. w3 +1 -3 ini. +3 +1 +2 eos w2 -1 mid.	0 3 3 3 3 4 5 2 6 0 3 3 3 3 4 5 2 6 0 3 3 3 3 4	0 3 3 3 3 4 5 2 6 0 3 3 3 3 4 5 2 6 0 3 3 3 3 4
mid. w1 w2 -1 +2 -3 +1 -3 mid. mid. -2	0 5 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2	0 5 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2
mid. w3 w3 -1 ini. eos eos eos w1 -2 w3 -2	0 5	0 5
+2 +2 -2 w2 ini. -2 ini. w1 fin. w3 eos eos w1 -1 mid. mid. -2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
+3 w3 -2 -1 -1 -2 +3 -1 -2 rep. -3 +3 eos +3 w3 fin. w1 w3 mid.	0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2	0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2 0 3 2
+2 +3 mid. +2 eos ini. eos eos -3 w3 mid.	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5
w1 w2 +2 w1 -3 eos fin. -1 +1 +2 rep. -2 w1 -2 ini. w2 w1 +2 w2 mid.	0 0 1 1 1 2 4 1 1 1 2 4 1 1 1 2 4 1 1 1 2 4 1 1	0 0 1 1 1 2 4 1 1 1 2 4 1 1 1 2 4 1 1 1 2 4 1 1
w1 -1 -2 +3 ini. eos -2 +3 -2 mid. mid.	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
mid. mid. w3 eos rep. eos w2 eos eos -2 -2 mid. -1 -1	0 6 6 6 7	0 6 6 6 7
w3 w2 +1 fin. -2 +3 -2 +2 eos mid. w2 mid.	0 0 0 0 1 1 1 2 3 11 5 8	0 0 0 0 1 1 1 2 3 11 5 8
mid. mid. mid. eos fin. eos fin. w1 +2 eos eos mid. -1 mid.	0 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6	0 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6
mid. w1 -1 -1 ini. eos fin. +1 -1 w1 -1 -2 -1 fin. +2 mid. mid.	0 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8	0 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8 7 8
w1 +3 +3 -1 eos -2 fin. -1 fin. w3 -1 eos -3 ini. +3 eos w3 -2 -1	0 0 1 4	0 0 1 4
+1 +1 mid. -3 eos -1 rep. +3 +2 +2 w2 w2 -1	0 1 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6	0 1 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
mid. +1 +3 ini. eos w2 w2 w2 mid. mid. mid.	0 5 5 5 6 6 6 7 7 7 8 5 5 5 6 6 6 7 7 7 8 5 5 5	0 5 5 5 6 6 6 7 7 7 8 5 5 5 6 6 6 7 7 7 8 5 5 5
mid. +2 +2 eos eos rep. +2 eos eos +1 w3 -1 -3	0 6 8	0 6 8
w2 w3 w2 w1 eos +2 +2 ini. -1 w1 +1 +3 -3 w1 w2 mid.	0 0 0 1 1 1 1 2 2 2 3 3 4	0 0 0 1 1 1 1 2 2 2 3 3 4
w1 +2 w2 eos w1 eos -1 eos rep. eos eos -3 +2 -3 -1	0 0 1 3	0 0 1 3
w3 +3 mid. w3 w2 w1 +3 +3 -2 eos -3 ini. +1 -1 -2 eos -3 +2 -3 mid.	0 0 0 0 1 4 4 4 5 5 6 9	0 0 0 0 1 4 4 4 5 5 6 9
w1 w1 w3 eos ini. -2 -2 -1 eos +3 w3 eos rep. -1 -1 -2	0 0 1 1 2 2 2 2 3	0 0 1 1 2 2 2 2 3
w3 +2 mid. w3 -1 eos eos +2 eos w2 +2 +1 eos w3 +1 mid.	0 0 0 0 1 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3	0 0 0 0 1 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
w2 mid. -1 rep. eos w1 w1 w3 +2 +3 -3 +2 -1 -2 mid. w3 -3	0 0 0 1 8 10 7 7 7 7 8 10 7 7 7 7 8 10 7 7 7 7 8 10	0 0 0 1 8 10 7 7 7 7 8 10 7 7 7 7 8 10 7 7 7 7 8 10
mid. -1 +1 -2 ini. ini. +3 eos -3 +2 w3 eos +1 -1 -3 +2 mid. w3 -3	0 9 11	0 9 11
w3 +3 -1 w2 +1 +2 -2 ini. w1 -2 ini. eos eos w2 mid. mid. mid.	0 0 0 0 1 4 5 7 0 0 0 0 1 4 5 7 0 0 0 0 1 4 5 7	0 0 0 0 1 4 5 7 0 0 0 0 1 4 5 7 0 0 0 0 1 4 5 7
+3 mid. mid. eos +1 -3 eos w1 fin. -1 -1 w3 w2 w1 mid.	0 3	0 3
w3 w1 mid. w3 w3 -2 -2 -1 -1 rep. rep. w3 -1 +1 mid.	0 0 0 0 1 1 2 7 6 4 4 4 4 5 3 3 3 3 4 4 4 4 5 3	0 0 0 0 1 1 2 7 6 4 4 4 4 5 3 3 3 3 4 4 4 4 5 3
mid. mid. mid. eos -3 +1 w2 eos eos +3 w1 eos -2 mid. -3	0 7	0 7
+1 w1 +2 fin. -1 +1 eos eos eos w3 mid. w3 -1	0 1 1 2 4 3 12 11 11 11 11 12 11 11 11 11 12 11 11 11 11 12 11 11	0 1 1 2 4 3 12 11 11 11 11 12 11 11 11 11 12 11 11 11 11 12 11 11
+2 w3 mid. eos +2 -1 +2 rep. w3 +2 w2 ini. +3 w2 +2 -1 mid. mid.	0 2 8 8 8 8 9 11 0 2 8 8 8 8 9 11 0 2 8 8 8 8 9 11	0 2 8 8 8 8 9 11 0 2 8 8 8 8 9 11 0 2 8 8 8 8 9 11
mid. +1 w3 w2 eos eos ini. fin. w1 +1 -1	0 5	0 5
+2 mid. +3 -2 eos w2 -3 ini. w2 eos eos +2 eos rep. eos +2 w2 -3 -1	0 2 5 5 5 6 3 1 9	0 2 5 5 5 6 3 1 9
+1 mid. w1 -1 +2 +2 w2 -1 w2 w2 w1 eos -1 mid. w3 mid.	0 1 7 6 6 6 7 6 6 6 7 6 6 6 7 6 6 6 7 6 6 6 7 6	0 1 7 6 6 6 7 6 6 6 7 6 6 6 7 6 6 6 7 6 6 6 7 6
+1 w2 +2 fin. w1 +1 rep. rep. eos +1 eos +1 w1 -2 mid.	0 1 1 1 2 4 4 5 6 7 8	0 1 1 1 2 4 4 5 6 7 8
+1 w3 w2 -3 +2 ini. +1 +1 -1 +3 w3 eos +3 fin. -3 +2 mid. -3	0 1 1 1 1 2 2 2 3 0 1 1 1 1 2 2 2 3 0 1 1 1 1 2	0 1 1 1 1 2 2 2 3 0 1 1 1 1 2 2 2 3 0 1 1 1 1 2
w3 mid. +1 +2 -3 -1 +2 rep. +2 w1 -2 fin. rep. w1 w3 w1 mid.	0 0 0 0 1 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8	0 0 0 0 1 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8
w3 +1 -1 -1 eos w1 w3 rep. -3 eos eos eos +3 eos w2 -1 -1 mid.	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
+1 w3 mid. eos eos +3 fin. eos w3 +3 -1 w2 mid.	0 1 1 1 1 2 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12	0 1 1 1 1 2 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12
w2 +3 w2 w2 rep. -3 +3 w1 w3 -3 w2 w1 eos -1 ini. w3 +2 mid. -2	0 0 0 1 4 7 7 8 8 8 8 9 6 9 6 9 6 9 6 9 6 9 6 9	0 0 0 1 4 7 7 8 8 8 8 9 6 9 6 9 6 9 6 9 6 9 6 9
mid. +3 mid. -2 eos +1 w3 eos +2 +1 mid.	0 5 6 6 6 6 7	0 5 6 6 6 6 7
mid. +3 +3 w2 +2 w2 -3 +3 +3 w3 +1 mid.	0 5 5 5 6 3 3 3 4 6 3 3 3 4 6 3 3 3 4 6 3 3 3 4	0 5 5 5 6 3 3 3 4 6 3 3 3 4 6 3 3 3 4 6 3 3 3 4
+2 +3 mid. -2 w1 rep. -1 eos w2 mid. -3	0 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	0 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
w2 +2 mid. eos +2 -1 +1 fin. +2 eos +3 +1 w3 -1	0 0 0 1 3	0 0 0 1 3
w3 w3 mid. +1 eos -2 +3 +1 fin. w3 w2 w3 -2 rep. eos w1 w2 w1 -1 -3	0 0 0 0 1 1 1 1 2 9 9 9 9 10 10 10 11 11 11 11 12 10 10 10	0 0 0 0 1 1 1 1 2 9 9 9 9 10 10 10 11 11 11 11 12 10 10 10
w3 w3 +2 eos -3 eos eos eos +2 +3 +2 +1 -2 w3 -3	0 0 0 0 1 1 1 1 2 4 1 1 1 1 2 4 1 1 1 1 2 4 1 1	0 0 0 0 1 1 1 1 2 4 1 1 1 1 2 4 1 1 1 1 2 4 1 1
+3 mid. +2 fin. eos +1 +1 eos -2 +2 +1 w3 -2	0 3 12 10 11 11 11 11 12 10 11 11 11 11 12 10 11 11 11 11 12 10 11 11	0 3 12 10 11 11 11 11 12 10 11 11 11 11 12 10 11 11 11 11 12 10 11 11
+1 w2 w3 eos fin. -3 eos -2 w1 w3 mid.	0 1 1 1 2 2 2 2 3	0 1 1 1 2 2 2 2 3
w2 +2 mid. +1 w2 +2 +1 -1 w2 eos rep. -1 w1 -1 w3 -2	0 0 0 1 3 4 4 4 5 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7	0 0 0 1 3 4 4 4 5 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7
w3 mid. w3 w1 fin. eos +3 ini. eos ini. ini. +1 ini. w2 +1 mid.	0 0 0 0 1 7 0 0 0 0 1 7 0 0 0 0 1 7 0 0 0 0 1 7	0 0 0 0 1 7 0 0 0 0 1 7 0 0 0 0 1 7 0 0 0 0 1 7
w2 w3 mid. w2 w3 +1 rep. eos -2 -1 +1 mid.	0 0 0 1 1 1 1 2 5 6 7	0 0 0 1 1 1 1 2 5 6 7
w1 mid. mid. w2 eos +2 w1 eos eos -2 w1 mid.	0 0 1 5 7	0 0 1 5 7
w3 -1 w2 -1 -3 eos eos eos +1 +1 -2	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
+1 +3 mid. eos +3 ini. w1 w3 -3 -2 eos w2 +1 -1	0 1 4 7 7 7 7 8 5 0 1 4 7 7 7 7 8 5 0 1 4 7 7 7	0 1 4 7 7 7 7 8 5 0 1 4 7 7 7 7 8 5 0 1 4 7 7 7
mid. mid. +3 fin. -2 eos +1 eos eos -1 w1 mid. mid. mid.	0 6 7	0 6 7
w3 w2 mid. eos eos eos ini. +1 +2 ini. -2 +1 +2 -1 -3	0 0 0 0 1 1 1 2 7 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8	0 0 0 0 1 1 1 2 7 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8
w3 mid. mid. +2 fin. eos w3 eos +1 eos -2 w2 mid.	0 0 0 0 1 6 6 6 6 7	0 0 0 0 1 6 6 6 6 7
+2 mid. w2 eos ini. -3 eos -3 -1 w3 eos fin. -2 -2 mid.	0 2 2 2 3	0 2 2 2 3
w3 w3 -1 w3 eos eos +3 eos rep. w1 rep. eos mid. w1 mid.	0 0 0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2	0 0 0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2
mid. +3 +2 eos w3 ini. -3 -2 +3 fin. w2 w1 -3 mid. -3	0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5	0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5 0 7 5
mid. -1 +1 +3 +1 w2 fin. +1 w1 -2 -2 +1 w3 w1 +1 -3	0 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8	0 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8 9 7 8 8
+1 w2 w2 w1 -2 fin. ini. -2 w2 +1 +3 eos +2 -2 mid. mid.	0 1 1 1 2 2 2 3 3 4 2 2 2 3 3 4 2 2 2 3 3 4 2 2	0 1 1 1 2 2 2 3 3 4 2 2 2 3 3 4 2 2 2 3 3 4 2 2
w3 +1 -1 -1 w2 +3 -2 +3 +2 w1 eos -3 w3 mid. -3	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
w2 w1 -2 +2 -1 -3 +2 +1 -3 w1 +3 ini. eos eos +3 -1 w2 mid.	0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2	0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2
+1 w3 +2 eos +3 +2 rep. +3 +3 +3 eos w2 eos mid. +1 mid.	0 1 1 1 1 2 4 7 10	0 1 1 1 1 2 4 7 10
+3 +3 -2 +3 -2 w2 +3 eos -2 eos -1 +2 -3 w3 mid. -3	0 3 6 9	0 3 6 9
w2 +2 mid. fin. ini. fin. rep. +3 w3 eos rep. w1 rep. +1 -3 -3 mid.	0 0 0 1 3 16 8 8 8 8 9	0 0 0 1 3 16 8 8 8 8 9
w1 w3 +3 -2 +3 rep. rep. w1 eos +1 rep. -3 -3 ini. eos w3 mid. w1 mid.	0 0 1 1 1 1 2 5 8	0 0 1 1 1 1 2 5 8
w1 w1 mid. w2 fin. fin. +1 -3 eos w3 -3 -2	0 0 1 1 2 5 11 9 9 9 9 10 7 4 11 9 9 9 9 10 7 4 11 9	0 0 1 1 2 5 11 9 9 9 9 10 7 4 11 9 9 9 9 10 7 4 11 9
mid. w2 +3 +1 eos rep. +3 ini. +1 fin. -3 w3 w3 -2	0 6 9 13 11 11 11 11 12 12 12 12 13 11 11 11 11 12 12 12 12 13 11 11	0 6 9 13 11 11 11 11 12 12 12 12 13 11 11 11 11 12 12 12 12 13 11 11
+2 w3 w3 eos eos eos eos eos +2 mid. mid.	0 2 2 2 2 3	0 2 2 2 2 3
w2 mid. mid. eos +1 -1 eos rep. w3 w1 -1 ini. +3 +1 mid. w3 -2	0 0 0 1 8 8 8 8 9 9 10 9 9 10 9 9 10 9 9 10 9 9 10 9	0 0 0 1 8 8 8 8 9 9 10 9 9 10 9 9 10 9 9 10 9 9 10 9
w2 mid. mid. fin. -3 ini. -3 ini. -1 +1 w2 ini. -2 -1 -2 +1 -3 mid.	0 0 0 1 8 7 0 0 0 1 8 7 0 0 0 1 8 7 0 0 0 1 8 7	0 0 0 1 8 7 0 0 0 1 8 7 0 0 0 1 8 7 0 0 0 1 8 7
+2 w3 -1 -1 -3 -2 fin. +2 eos eos +2 w2 -1	0 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1	0 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1
+3 w3 mid. -1 w1 -2 fin. rep. +2 +2 -1 -1	0 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2	0 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2 5 3 2
+2 mid. mid. eos eos +3 +2 +1 -2 -3 +3 w3 eos +3 w3 fin. -2 +2 w3 mid.	0 2 9 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6	0 2 9 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6
mid. +3 +1 w1 w2 fin. -3 w3 +3 eos +1 +3 w3 +1 -1	0 7 7 7 7 8 11 14 13 14 13 14 13 14 13 14 13 14 13 14 13 14 13 14	0 7 7 7 7 8 11 14 13 14 13 14 13 14 13 14 13 14 13 14 13 14 13 14
mid. -1 -1 eos +1 -3 ini. ini. rep. eos +2 eos -3 w1 -3 w1 -2 mid.	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
w1 w3 w3 w2 -1 rep. eos fin. -1 -2 eos ini. eos +3 -1 w1 -3	0 0 1 1 1 1 2 2 2 2 3 3 3 4 3 3 3 4 3 3 3 4 3 3	0 0 1 1 1 1 2 2 2 2 3 3 3 4 3 3 3 4 3 3 3 4 3 3
mid. mid. -1 w3 eos w3 eos fin. w1 w3 w3 mid.	0 5 5 5 5 6	0 5 5 5 5 6
+3 +1 w1 w2 w2 eos w2 eos eos eos -3 fin. w3 -2 -1 -2	0 3 3 3 4 4 4 5	0 3 3 3 4 4 4 5
+2 mid. mid. eos +2 ini. eos -1 rep. -1 w1 -2	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5
+1 +1 w1 -3 eos eos w3 ini. +1 w3 -3	0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2	0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2
w3 w2 w3 eos w1 +1 w1 w1 -3 w2 eos -1 eos ini. +3 -3 w1 -2	0 0 0 0 1 1 1 2 2 2 2 3	0 0 0 0 1 1 1 2 2 2 2 3
+3 mid. +1 +2 fin. +1 +3 w1 fin. ini. fin. fin. +2 eos +1 -2 +1 mid. -2	0 3 5 6 9 0 3 5 6 9 0 3 5 6 9 0 3 5 6 9 0 3 5 6	0 3 5 6 9 0 3 5 6 9 0 3 5 6 9 0 3 5 6 9 0 3 5 6
w2 +3 +1 eos eos eos rep. +3 w1 w2 -2	0 0 0 1 4	0 0 0 1 4
w3 mid. mid. w3 w1 eos w2 +2 eos -2 w2 +3 ini. fin. +1 -1 w1 w1 mid. -1	0 0 0 0 1 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9	0 0 0 0 1 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9
+2 w1 mid. ini. eos eos -3 -1 -1 ini. eos w3 -3 mid.	0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3	0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3
mid. w2 w1 eos -2 eos -2 w2 eos rep. +1 +1 +1 -1	0 6 4 2 2 3	0 6 4 2 2 3
+1 mid. w3 w1 eos +3 fin. ini. w3 eos mid. -1 -2	0 1 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6	0 1 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6 12 10 6
mid. +3 +1 +2 ini. +1 w3 w1 -2 +1 eos -3 mid. -1	0 6 6 6 6 7 7 8 6 6 6 6 7 7 8 6 6 6 6 7 7 8 6 6	0 6 6 6 6 7 7 8 6 6 6 6 7 7 8 6 6 6 6 7 7 8 6 6
w1 -1 +3 -1 +3 w2 w2 ini. -2 eos -1 -2 -1 +2 mid. -2	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
+2 +2 -1 -3 fin. rep. +2 w2 w1 eos w2 fin. fin. rep. -3 -2 mid.	0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3	0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3 0 2 1 3
+3 w2 w2 eos rep. eos w1 fin. -1 -3 eos w1 +1 -1 w3 w3 -2 +2 -2 -3	0 3	0 3
+3 +3 +1 rep. w2 +3 +1 -3 rep. +3 +2 eos eos ini. mid. w2 -3	0 3 6 7 4 4 4 5 8 11	0 3 6 7 4 4 4 5 8 11
w2 +3 -1 +1 +2 eos fin. w1 eos +1 fin. mid. w1 -1	0 0 0 1 4 6 13 12 12 13 12 12 13 12 12 13 12 12 13 12 12 13 12 12	0 0 0 1 4 6 13 12 12 13 12 12 13 12 12 13 12 12 13 12 12 13 12 12
+1 +3 w3 +2 rep. ini. eos w1 rep. fin. w3 eos -3 -3 -2	0 1 4 7 7 8 8 9 14 12 9 14 12 9 14 12 9 14 12 9 14 12 9 14	0 1 4 7 7 8 8 9 14 12 9 14 12 9 14 12 9 14 12 9 14 12 9 14
mid. w3 +1 rep. rep. ini. -2 eos -3 w1 w3 +2 -2 -3 rep. -1 -1 w2 mid. -3	0 9 9 10 10 10 10 11 13 10 10 10 10 11 13 10 10 10 10 11 13 10 10 10	0 9 9 10 10 10 10 11 13 10 10 10 10 11 13 10 10 10 10 11 13 10 10 10
mid. +3 mid. ini. w1 -3 +3 +2 -2 eos +1 w3 mid.	0 6 9	0 6 9
mid. w2 w2 -1 eos eos eos -3 eos w3 w3 mid.	0 5	0 5
w1 mid. -2 w1 rep. eos w2 eos eos +3 mid. -1 mid.	0 0 1 6 6 6 7	0 0 1 6 6 6 7
mid. w2 +1 w1 -2 +2 +3 fin. +3 -3 w3 -2 +1 eos w1 w2 w3 -1	0 8 11 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9	0 8 11 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9 6 9
w2 -1 mid. eos -3 eos eos w3 -1 mid. w3 mid.	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w2 -1 mid. -2 eos eos +2 rep. rep. w2 -3 -3	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
